sex,age,foreigner,decileRank,score
0,2,1,9,-0.7130785889489663
0,0,1,5,-0.7130785889489663
0,0,1,8,-0.7134320069153949
0,0,1,1,-0.7144922608146808
0,0,1,2,-0.715199096747538
0,1,1,0,-0.7155525147139666
0,2,1,9,-0.7162593506468239
1,1,1,0,-0.7162593506468239
0,0,1,4,-0.7176730225125385
0,2,1,9,-0.7197935303111103
1,2,1,9,-0.720146948277539
1,0,1,7,-0.7212072021768249
1,0,1,8,-0.7212072021768249
1,0,1,6,-0.7215606201432535
1,0,1,1,-0.724034545908254
1,1,1,0,-0.7250947998075399
1,0,1,2,-0.7254482177739685
0,0,0,4,-0.7254482177739685
0,0,1,5,-0.7258016357403971
0,0,1,8,-0.7258016357403971
1,0,1,1,-0.7261550537068258
0,0,1,6,-0.7261550537068258
0,0,1,8,-0.726861889639683
0,0,1,6,-0.7272153076061117
0,0,1,8,-0.727922143538969
1,1,1,0,-0.7286289794718263
0,0,1,3,-0.7289823974382549
1,0,1,1,-0.7296892333711121
0,0,1,8,-0.7300426513375408
0,0,1,2,-0.7311029052368268
0,2,1,9,-0.7314563232032554
0,0,1,1,-0.7314563232032554
1,0,1,1,-0.7339302489682558
1,0,1,3,-0.7349905028675418
0,0,1,8,-0.7353439208339704
1,1,1,0,-0.7360507567668276
1,0,1,6,-0.7360507567668276
0,0,1,7,-0.7364041747332563
1,2,1,9,-0.7367575926996849
0,0,0,5,-0.7371110106661135
1,2,1,9,-0.7381712645653995
1,0,1,5,-0.7381712645653995
1,0,1,2,-0.7417054442296859
0,2,1,9,-0.7438259520282576
0,0,1,3,-0.7452396238939722
0,0,1,2,-0.747360131692544
0,0,1,7,-0.7494806394911159
0,0,1,8,-0.7494806394911159
0,0,1,1,-0.7505408933904018
0,0,1,7,-0.7508943113568304
0,0,1,6,-0.752307983222545
0,0,1,8,-0.752307983222545
1,2,1,9,-0.7537216550882595
0,0,1,4,-0.7586695066182604
0,0,1,1,-0.7590229245846891
1,0,1,4,-0.7590229245846891
1,1,1,0,-0.7607900144168322
0,0,1,8,-0.7618502683161181
1,0,1,3,-0.7636173581482614
1,0,1,1,-0.7643241940811186
0,0,1,2,-0.7682117917118336
0,1,1,0,-0.7689186276446909
0,0,0,3,-0.7696254635775482
1,2,1,9,-0.7710391354432627
0,0,1,2,-0.7713925534096914
1,0,1,8,-0.7738664791746919
0,0,1,8,-0.7777540768054069
0,0,1,2,-0.7777540768054069
0,0,0,1,-0.7802280025704074
0,0,1,2,-0.7837621822346937
0,0,1,3,-0.7837621822346937
1,0,1,3,-0.7858826900332655
0,0,0,2,-0.7872963618989801
1,1,1,0,-0.7876497798654087
1,0,1,4,-0.7894168696975519
0,1,1,0,-0.7901237056304091
0,0,1,5,-0.7915373774961237
1,0,1,8,-0.7915373774961237
0,0,1,6,-0.7929510493618382
0,0,1,8,-0.7936578852946955
0,0,1,8,-0.7943647212275529
1,0,1,5,-0.7950715571604101
0,0,1,1,-0.8024933344554115
0,1,1,0,-0.803907006321126
1,1,1,0,-0.8081480219182696
1,1,1,0,-0.812742455481842
1,1,1,0,-0.8134492914146992
0,0,1,1,-0.8145095453139851
0,0,1,5,-0.8148629632804137
1,0,1,3,-0.8198108148104147
0,0,1,6,-0.8201642327768434
0,0,1,8,-0.8208710687097006
1,0,0,3,-0.8219313226089865
0,0,1,4,-0.8226381585418439
1,0,1,2,-0.8240518304075584
0,0,1,2,-0.8254655022732729
0,0,1,2,-0.8272325921054161
0,0,1,4,-0.8275860100718447
0,0,1,8,-0.8300599358368452
0,0,1,5,-0.8300599358368452
0,2,1,9,-0.8311201897361311
1,0,1,3,-0.8318270256689884
1,0,1,6,-0.832180443635417
1,0,1,4,-0.833240697534703
1,0,1,1,-0.833240697534703
1,0,1,6,-0.8339475334675602
1,0,1,3,-0.8364214592325606
0,1,1,0,-0.841015892796133
0,0,1,1,-0.841015892796133
0,1,1,0,-0.8420761466954189
0,0,1,5,-0.8445500724604194
1,0,1,7,-0.844903490426848
0,0,1,7,-0.8452569083932766
1,1,1,0,-0.8473774161918485
0,1,1,0,-0.8480842521247057
1,0,1,1,-0.8509115958561349
0,0,1,1,-0.8516184317889921
1,0,1,6,-0.8576265372182789
1,1,1,0,-0.8622209707818512
0,0,1,5,-0.8625743887482799
1,1,1,0,-0.8646948965468516
1,1,1,0,-0.8742371816404249
0,0,1,6,-0.8745905996068535
0,0,1,6,-0.8756508535061394
0,0,1,2,-0.8763576894389967
1,0,1,4,-0.8781247792711399
1,2,1,9,-0.8795384511368545
1,2,1,9,-0.8816589589354262
0,2,1,9,-0.8834260487675695
0,0,1,1,-0.8858999745325699
0,0,1,2,-0.8862533924989985
0,2,1,9,-0.8890807362304276
1,0,1,1,-0.8908478260625708
0,0,1,1,-0.8915546619954281
1,0,1,7,-0.8922614979282854
0,0,1,6,-0.892614915894714
1,0,1,2,-0.893675169794
1,2,1,9,-0.8957956775925717
1,0,1,2,-0.8972093494582863
1,1,1,0,-0.8989764392904295
0,2,1,9,-0.9021572009882872
0,0,1,8,-0.9025106189547158
0,0,1,4,-0.9035708728540017
0,0,1,8,-0.9035708728540017
0,0,1,8,-0.9035708728540017
0,0,1,7,-0.9056913806525736
0,0,1,8,-0.9063982165854308
0,2,1,9,-0.9088721423504313
0,0,1,6,-0.9099323962497172
0,0,1,3,-0.9106392321825745
0,0,0,2,-0.9113460681154318
0,0,1,7,-0.9124063220147177
0,0,1,4,-0.9127597399811463
0,0,1,8,-0.9141734118468609
0,0,1,5,-0.9145268298132895
0,0,1,5,-0.9152336657461468
0,0,1,1,-0.9173541735447186
0,0,1,7,-0.9184144274440046
1,0,1,8,-0.9191212633768618
1,0,1,3,-0.9205349352425763
0,1,1,0,-0.9215951891418622
1,2,1,9,-0.925836204739006
1,0,1,6,-0.9265430406718632
0,0,1,7,-0.928663548470435
0,1,1,0,-0.9290169664368637
1,0,1,1,-0.9290169664368637
0,0,1,2,-0.9300772203361496
0,0,1,3,-0.9339648179668646
0,0,1,8,-0.9343182359332932
0,0,1,4,-0.9353784898325791
1,0,1,1,-0.9389126694968655
0,0,1,1,-0.9392660874632941
0,2,1,9,-0.941386595261866
1,0,1,1,-0.9445673569597237
1,0,0,6,-0.9466878647582956
1,1,1,0,-0.9512822983218678
0,1,1,0,-0.953049388154011
0,0,0,1,-0.9537562240868683
0,2,1,9,-0.9544630600197256
0,0,1,7,-0.9753147200390152
1,0,1,3,-0.9795557356361588
0,0,1,2,-0.9905116925954466
0,0,1,1,-0.9989937237897338
0,1,1,0,-1.001821067521163
1,1,1,0,-1.0042949932861633
1,1,1,0,-1.0060620831183067
1,0,1,1,-1.0092428448161643
1,0,1,8,-1.0103030987154502
0,0,1,6,-1.011363352614736
1,0,1,7,-1.0148975322790226
1,1,1,0,-1.0201988017754522
1,2,1,9,-1.0237329814397385
0,0,1,6,-1.0311547587347398
1,0,1,8,-1.0346889383990263
0,0,1,8,-1.039636789929027
1,0,1,2,-1.0414038797611704
0,0,1,8,-1.0421107156940277
0,1,1,0,-1.063315793679746
1,0,1,7,-1.0742717506390336
