,score,group,uuid
325,0.9078946589191964,1,0e30c692-a65a-4b8e-bbef-ff0f067a1c7e
327,0.9078946455892416,1,2511bfd2-67f4-4eda-beff-bec35c236def
372,0.9078944743488712,0,7ca91b18-d8ee-44cb-a1cc-22d159048629
329,0.9078946407852924,1,61eadd2f-b37c-4725-b979-67487f2ed058
373,0.9078944741752412,0,a5792cc4-0c62-4e42-b8f8-145fe60e87b9
332,0.9078946336651909,1,8835f7fe-7947-4aee-bd7a-993c32e43642
376,0.9078944682498906,0,cbeac914-525b-41bd-8255-0060a867010a
377,0.907894466783814,0,768c5549-7c7e-4cf7-8b4c-4424e123d3b7
380,0.9078944506737352,0,4585ef67-554a-42ba-afc5-cc19487a0a8b
333,0.9078946315962991,1,8887da50-5b25-455a-9a1a-410dfe151f8e
383,0.9078944326195134,0,4357f158-1371-4fe1-8527-d482b48dc4df
336,0.9078946241067408,1,76866748-695c-4cf5-aad9-61ab4fd0d960
388,0.9078944230814624,0,43e3d1b6-d41c-4914-9b6f-21231cd75564
389,0.9078944230773608,0,bc7d9d65-e37f-4f34-88b6-d9150e187c9c
337,0.9078946228137093,1,a6c3d0e4-3ecf-4669-9f34-9f477772d7ac
338,0.9078946187111244,1,c4153b8d-9406-4f16-8d0a-4cfa77c480f6
340,0.9078946174882022,1,8483157f-96b6-461e-add4-53d3d8f1bdd1
342,0.9078946047236872,1,2f75f645-f8cd-4a49-a3e9-21b2aa00e80b
390,0.9078944227975942,0,426def6c-83ed-49e8-bce4-5516d0aee5ac
393,0.9078943978120096,0,16999616-b726-4dcc-b6ef-61159534ef12
343,0.90789459926408,1,bb511bbc-db11-44e1-a098-87735b497034
394,0.9078943972870334,0,cc70c99f-40c8-4744-8f3e-bd9919f52fda
345,0.9078945920425272,1,46c820c8-3485-4f3f-b313-92341afc2e55
348,0.9078945740482409,1,614c77e9-d25f-40e1-a7ed-13a91809a23f
349,0.9078945731985878,1,b442a9b7-c7cc-49b1-bafd-8e805b1722d5
354,0.9078945526969748,1,26492d17-b1d5-40af-9c2e-d8689c675266
356,0.9078945411223812,1,6f87f298-1d1e-4c84-b21e-0856b582bc16
357,0.9078945367552554,1,4b7c4da3-c85c-427f-a507-945117cdda0c
359,0.9078945360367124,1,d3c54cfc-92e9-4f55-831a-8ec187b2b4d8
360,0.9078945332288828,1,d3d86ae2-c2a5-4a6e-ac75-0dcff6f81cc9
395,0.90789439646616,0,01a8af7a-43dc-427c-bdc6-fd9135a76003
361,0.9078945253026068,1,4de787c1-8973-4eaa-be0b-4b6631b0ca38
397,0.9078943952330004,0,adfc980c-ab35-4ecf-ae36-e464c31255f2
362,0.9078945220073626,1,12c53196-4eea-49cd-80f5-dbe02d828863
398,0.9078943925849946,0,53717011-eb70-423e-88b0-24d100013edc
365,0.9078945139793124,1,2f4385e4-3e09-4a93-a1f6-7a2c78d9c8eb
403,0.9078943706698748,0,78bc5f46-3119-4794-8206-0e41dd689fd7
404,0.9078943641836228,0,4d75c84d-a8a2-4cae-b436-2cf5e12d8317
406,0.9078943616643371,0,a64dfc08-50e8-4fa1-a194-8f1595897a38
407,0.9078943583765624,0,77e7351a-fa80-4d2e-9cd3-f87b0c8298c2
368,0.9078945002999304,1,7796710f-c0aa-454e-aafe-218d751e9781
369,0.9078944991215504,1,2531acdc-cb3e-47e5-b9a7-1ba1a6af64b0
374,0.907894471018571,1,8512e7a9-ed97-426b-bdcf-16d632a6484f
375,0.9078944707942818,1,eb2a8665-d9c3-433d-9d00-2516da83545d
410,0.9078943452557059,0,7ed53ea5-d946-481a-b41d-6e501b7b4fb2
378,0.9078944643505374,1,11dd0970-e813-4dad-b99a-0c14d794ed83
379,0.9078944541227698,1,fe7ee702-8067-4ae2-8d84-8dcf81593c0f
412,0.9078943427974704,0,c04286d9-8aeb-49a2-8c02-9cc2abbaa41d
381,0.9078944473898384,1,16690946-727b-4f5b-bbbd-efd43812c858
413,0.9078943413880812,0,124f70f5-022f-424f-932e-dad603a7de8c
382,0.9078944428294979,1,30fc530a-d56a-481c-9146-84cff17c475d
418,0.9078943210961876,0,aec7fa1b-614a-47aa-acb5-4a82c23638a2
384,0.9078944316820446,1,642f95ce-b48b-43b4-88df-d9519fcf3831
422,0.9078942872898758,0,e0f96a7d-cf17-40d3-b002-0421c50ee574
423,0.9078942863360244,0,231fe446-12ab-4fb2-a130-c52618d66f90
424,0.9078942841137746,0,a429c602-5ae1-4455-a685-c14a7f09df4a
426,0.9078942819854752,0,92c37767-0448-4d60-88f3-60969ae436a6
385,0.907894426680794,1,640a555d-4b76-42a6-b1ec-9900b34e1c18
428,0.9078942765034224,0,3e8433d3-3c13-4d45-9c41-4499911b0e86
386,0.9078944252338804,1,66544124-2ed6-40cd-8ae1-4f77f5fdb133
431,0.9078942651426488,0,c7f092ae-3311-45c3-bb27-1980ba8b8200
387,0.907894425165567,1,e1dac25c-d243-4e88-9c54-64423af6c723
435,0.907894238089885,0,bab517d8-03d1-4276-b994-a29597264a1d
391,0.9078944201259036,1,0995b8ab-ab9f-457b-8071-0adf2c9c0b3e
392,0.9078944015406152,1,3b1ab586-0fcd-44c1-810a-023f7c9403e4
396,0.9078943958431748,1,aa0a9b23-14c6-418b-a0a8-e5b001da408d
436,0.9078942371367325,0,56e660a0-2c68-4bb8-b580-a9943c42664f
439,0.9078942293342186,0,2de003be-8d12-47cb-8b96-8415449ace7f
440,0.9078942262157484,0,c7afec48-0fc3-4a55-a0af-c2c715ff4b04
441,0.9078942199236648,0,402516f9-b33a-462a-bbed-2a84067b3ea7
399,0.9078943885349474,1,4ed0a459-fc9a-4579-bfd3-d7e22f293c0b
442,0.9078942166888668,0,66c713d8-2df5-439d-b1ab-e02776550eb5
447,0.907894189897878,0,817bfaff-28c6-4da0-a2b1-146485b31185
400,0.907894379968008,1,932cc33f-a6cc-440b-86e6-18185a139916
450,0.9078941693150322,0,43d68944-4b58-4420-ac3e-d5931ca30d88
453,0.9078941588870776,0,67cdba1a-7ac5-4d21-9883-df3b634a4940
454,0.9078941568283558,0,f4e4ee67-9e69-4462-9057-f14d6e497f09
401,0.9078943770630662,1,b46e7985-d0f6-48f0-b54e-202ff4d7d74b
455,0.9078941519719524,0,82542769-056c-4501-afe9-f500159b5a3d
402,0.907894372467462,1,9c1a90c7-f8a2-4ad7-82de-f89096d4ad88
456,0.9078941517614468,0,fec9d470-7a1a-4694-83b1-556d0b90b164
458,0.9078941439273488,0,fd25d96b-b12d-40a4-81ae-789eb1294452
405,0.90789436255735,1,345ebc91-79cf-4f00-b2c5-2ea6f566981e
459,0.9078941433744648,0,e4d0727b-5eba-488e-9a3c-c08b2ee5dd18
473,0.907894069343372,0,3c47e400-07e0-453d-89be-e7e6af2d3fc9
475,0.907894067412258,0,c06e2652-eede-4e6e-b1cf-987facad820e
476,0.9078940650031264,0,8739aa6c-2b64-4b3b-b64e-72326572d69c
477,0.9078940639693712,0,1d877a80-e646-4324-bcb7-d213925d4e51
478,0.907894057535848,0,5ba76b91-dae4-4845-ac13-36d70d85a88a
479,0.907894054464943,0,990258a7-545f-430a-bfb0-b510402480b9
481,0.9078940525123332,0,4819fc21-7b29-4d34-8b5a-5b16998981e6
408,0.9078943542927485,1,95e8b4ee-b099-4cc9-b03e-1033e39d6e61
485,0.9078940355200462,0,47fb1724-ee9c-49e5-986e-e94940e80faf
409,0.9078943534418472,1,73fecb3b-7ead-4e4f-9a73-cdfa33ba4e14
486,0.9078940324385164,0,2566b134-d1f2-4497-9239-9fb1f8aae304
411,0.9078943450672812,1,0b9eacf0-d75d-4d7e-a59c-7889725af2a5
414,0.9078943316488416,1,514f1298-054d-4064-8718-372c3593862c
487,0.9078940234374564,0,3a02dc2d-9f70-4f23-9274-bfdb83b669fa
415,0.9078943283836374,1,6ad78b46-b4d4-4ef3-b5a2-f98260ebd735
488,0.9078940202228116,0,f58668da-a45b-455b-ae57-9047bcaaa9a8
416,0.90789432753443,1,2d52779a-f01a-488a-b939-14a6f8e41082
490,0.9078940099728242,0,e571622b-3cee-43bb-8a5f-c8da750b5f59
491,0.9078940093987956,0,d8ecf3d6-f5a7-4236-b193-3746b4e0b860
494,0.9078939978602216,0,9a1244ab-8cbc-4e0e-93f9-aa7280b43285
496,0.9078939911916496,0,b6e76292-df86-441e-9022-7f4b46dd0eb0
417,0.907894323696082,1,b53fe553-e5b0-4083-b61c-9408f99ccd0f
419,0.907894291914928,1,44582d30-5775-423d-8a1a-c5da432235d8
499,0.9078939862884988,0,f8e5e077-56af-4803-afb0-56645fb7722f
500,0.907893984931426,0,f8d9413e-b0bb-4b6d-852f-d98d2af35feb
420,0.907894291582239,1,b7c469d1-52dc-4df8-8f43-a0315a666391
501,0.9078939824730236,0,33f8c778-95e1-4a61-9ac2-0b46f6190ab2
421,0.9078942892105304,1,976b15a0-82bd-40ae-bdee-f0f3fa27d1be
425,0.9078942840569916,1,4a87f0f8-263f-4135-8740-34e7e6248171
427,0.9078942787776662,1,d1943852-5532-4dc9-a0aa-c831da64c8f4
429,0.9078942744277982,1,de7175cb-dfba-4e0b-b8fb-655385fd9c23
430,0.9078942684495364,1,5d616161-01b9-44df-89cb-c335ac05754a
502,0.9078939789071108,0,0298ef5c-c744-4b95-8ea8-9d88ce6c4679
503,0.907893972095974,0,845b5688-8d5c-4289-b3eb-69c104527421
432,0.9078942605606568,1,9c7ff3db-5acf-456a-94c9-a7057670880c
504,0.9078939635527872,0,8d8067e0-5631-4375-a94d-46d1cfaeeee8
505,0.9078939587660709,0,945a6b8a-0e0a-42ca-8438-96b44476e76e
433,0.9078942536167068,1,32e56b98-35ff-48e3-bc41-a4a2f86899e9
434,0.9078942520104144,1,d4b6b431-f3c8-443f-9f8a-8bb1d4c53610
507,0.9078939273698312,0,0c971a05-579e-4bf1-b7fa-137aa78eb141
437,0.9078942339466078,1,ecadbbf4-eb94-4d16-bfe5-97b806ff096f
438,0.9078942317703371,1,a3f4ca1c-b45a-4bbc-8fd9-02fc8b02ed7c
509,0.9078939162188424,0,e9f8a650-4f6a-41b9-a84e-fa76edf2760c
443,0.9078942162048388,1,273592d9-3400-4a38-a34d-c0a94adaab4c
444,0.9078941945783818,1,d801ced2-9c36-41fc-b97e-502ac37c3774
511,0.9078939115777204,0,eb867e30-e406-4e23-89fc-0eedff2a7ca1
445,0.9078941942450164,1,67446852-1c03-4437-acb0-cdc0cf392b50
446,0.907894192002752,1,6236208a-0269-4b79-a65a-6eaccdfa59d0
448,0.9078941854249618,1,36801154-69a1-454f-87c9-5c456a1208cf
512,0.9078939111589064,0,2f030b13-2a05-4c51-a564-2734daa9710e
449,0.907894174777782,1,4e9de6c4-d940-406a-8ab7-8498b25d1e8b
451,0.9078941666995008,1,5009852a-b453-4155-ac81-77d2a5746931
452,0.9078941614917962,1,b7594730-6404-4f3c-bdb5-cfb8c55fceba
457,0.9078941448549984,1,fd8e0138-013e-4597-a784-80fa690910ed
513,0.9078939053992379,0,0aa4bf17-a0b4-4ee7-9806-4089401dce00
517,0.907893893606212,0,26f8feb9-e75c-427b-ad4f-b46c0134b67c
460,0.9078941211065176,1,b9b56c7c-12c1-4b02-85a9-50e4f995f2b4
461,0.9078941207982442,1,5993675d-de61-419b-aade-a436bdfb7661
518,0.9078938834968528,0,1ac28f86-fe3d-4dfe-b435-46f44137b179
462,0.9078941139164224,1,a6c5875b-7105-497c-8be6-b35aff04c385
463,0.9078941138574474,1,001f5fcc-ba30-4c28-ae4e-40ea8e1d060b
464,0.9078941095362972,1,6781d246-b846-43f6-baa2-50e8867d9d32
520,0.907893866159744,0,00231c82-8744-477e-8b45-c4d7e14821f8
523,0.9078938298052814,0,3a9b7d69-8b19-4280-a451-1ffd7f3bf361
525,0.9078938107736312,0,5bf51a06-40fd-4d27-a6c6-739ca1229924
465,0.9078941031439636,1,7419d503-44ce-4936-a1b0-7177acae72ad
466,0.9078940983925212,1,4e97fe84-ff81-41ce-bd2f-5d835f23db04
467,0.9078940934217674,1,56d1b020-ea86-42e5-a96d-d7e3d7231d92
468,0.9078940885898124,1,dcc73422-b28c-404b-8467-4ccd79c9c9a4
469,0.9078940803062004,1,9fe4b088-e312-4fce-ab84-86bcc3db8c9a
470,0.9078940800607244,1,11f8890e-efe7-46df-8ab7-61c1f0c53a00
471,0.9078940775043344,1,a40d2633-b1b8-471d-bcdf-4c3955715646
472,0.907894071524591,1,d45dcdc6-32c8-4c51-a2e2-6123c17baa9f
526,0.9078938103422284,0,f740a698-8aba-4cca-bde6-c13541079f4e
528,0.9078937915107732,0,d0f640a1-d83e-421d-a0d0-8538fb80c029
474,0.9078940680462836,1,3a92eb9a-7f08-45c5-b60e-4384e34dc9bd
480,0.9078940539832088,1,a37eee6d-8075-4d92-98b7-f5bff6d735a0
529,0.9078937803253904,0,5a696cb4-1de5-4dc5-83bd-0dd93e10740c
482,0.9078940509083204,1,ede3f1fa-7199-4c53-9fea-603fbdb47a57
483,0.9078940501371964,1,75efbe55-7a7c-439e-aa88-81cc83e6360c
484,0.9078940489128698,1,ba66cd2c-1168-48e2-9621-9fa4c2457812
530,0.9078937706469016,0,fb381426-8fe5-4788-b7fc-5bd1635d7d42
531,0.9078937684861546,0,b33acbd5-ece0-47fb-a84b-db30016a2adb
532,0.9078937561995809,0,cafde374-7883-43ba-9b75-41adb95f74d8
489,0.907894016993514,1,be7fa0f5-a222-42ab-b1f1-a9f220d76cb6
492,0.9078940045471144,1,eb18f264-2dba-4cbb-9870-308f1c4f47eb
493,0.907894003972921,1,3ec67ed7-2823-4ef0-8025-103437c1ce1f
533,0.9078937255558416,0,045cf8fb-42e5-4196-b442-66d26a0fa3ac
495,0.9078939965083848,1,9a82d467-12f3-43b5-9fc6-e4b4891216b8
535,0.9078936950021871,0,5c756aa5-dd60-4654-8acb-03079e41aadd
497,0.9078939869024408,1,6018ebcb-9d54-4822-8a9c-659b03a3e4e1
537,0.9078936760619968,0,dfa41ae2-39bf-467e-9835-6fdf0f9fd987
498,0.907893986501396,1,ddff43cc-8a42-491d-a8d6-1c69cea3ea59
506,0.9078939577728252,1,981493b9-0d3b-4cc3-849f-4526c7662cd7
539,0.9078936740685484,0,19c04927-42e7-4567-b18a-d74b5ea68db5
541,0.907893659484142,0,bda9020b-5b7c-40c2-aa23-210b60a747d1
508,0.9078939201510421,1,130358c1-086d-40a7-ac05-1a65ad0ea09d
543,0.9078936457705844,0,f4339a6d-77cc-4cf3-aeb8-a80870d386d9
510,0.9078939141440028,1,2ae33377-2d3c-4353-a59b-6d54bcfd3c55
544,0.9078936385402846,0,970ae398-7ff0-46df-aa87-cb6ba041877a
514,0.907893898905118,1,04633772-5012-4060-867b-c7821eaff8eb
545,0.9078936384450134,0,28998f89-a44a-47b7-948a-7c82101f4811
546,0.9078936274508602,0,074d7ece-b657-415e-a8e6-8551bc38bfa1
515,0.9078938947958228,1,13141354-40b9-47c5-92ef-aad353317429
516,0.9078938940017368,1,b36d65d2-6251-4358-82db-1f9a297a8f89
547,0.907893621117094,0,02d27633-95fe-4890-b8a0-7a71c9dcd9de
519,0.907893877106132,1,4d83cc65-c528-4d13-a80a-cc251a9d9c3c
549,0.9078936202119684,0,59a31942-e581-4f0f-b20d-31f1db739e4b
550,0.9078936123510868,0,e1b98e58-368a-40be-8527-e2ce909ba62e
521,0.9078938452669572,1,686227b5-cc34-4616-83fb-cd31784dd665
522,0.9078938327683264,1,25b9bae0-ce67-4720-aa27-204ac7668bdb
524,0.9078938137963,1,04dd9047-c92e-4680-abd0-54efd323fade
527,0.9078937920004204,1,b5b5fe80-077c-4ad0-8065-b6ac0e5be11f
551,0.9078936070230196,0,133d6431-b43a-4b3f-b18b-300e93bc9184
534,0.9078936990591221,1,e2388632-7889-41c7-ae61-e6e47a039372
553,0.9078935968440396,0,8c4f9373-6959-4b66-b7d6-b883398ef18e
536,0.9078936777155648,1,c0a57c93-db76-4f15-8231-d1ba87e84f60
538,0.907893674563924,1,38624fff-6213-45fe-9d1a-fb96469c7a41
556,0.9078935631685724,0,b58544a9-ff7c-41c2-a073-1eec7e00510f
559,0.9078935481231628,0,27602538-64ea-4f4e-b053-700f7315d54e
561,0.9078935421757884,0,fa8206fa-6cb6-4ae2-b9bb-e37de73165d6
540,0.9078936701967972,1,391aff64-8b8e-4664-80e5-620a9dc2412a
542,0.9078936509130872,1,227660cf-f417-43c5-973a-62f74c4f8145
548,0.907893620767844,1,02407585-9a38-4f60-b142-b272121578bd
566,0.9078935267579312,0,fcb49ac6-1395-4f4d-8bcb-c14cde9cb597
552,0.9078935995694584,1,9b8e45b2-0bd6-4705-97ed-d5964d79ab7a
554,0.9078935757049741,1,02f91df0-373d-4b9c-8fc6-58532757c676
568,0.907893523476226,0,8dd80d1e-54bf-4794-b9ed-2b1cabfe6c45
555,0.9078935637558416,1,5b795f53-94f6-4c98-9a83-36675dda1e9b
569,0.9078935169883751,0,c87ac3e3-b7b0-4a4c-b2de-b598776c154a
573,0.907893496488923,0,64bddd3a-8924-4fcc-9194-5af42568230f
580,0.9078934094584123,0,72e1af77-903f-4366-a9c3-7a38cf98015f
557,0.9078935625961728,1,e10cc11c-2b7a-46fb-99b8-ce06578fa943
558,0.9078935588945112,1,35d9c961-20dc-4b68-aea4-bbd61d482e73
560,0.907893545595158,1,03e345ff-0046-4b72-9027-8d758f0a714d
562,0.9078935376497784,1,65527e61-9d18-4362-9782-3779d247cbe0
563,0.9078935322774712,1,78247280-29f7-4f79-a34b-a3dc4dcdc1b3
564,0.9078935310877704,1,de3bedfe-7118-4df8-a8eb-0e2ca81208dd
582,0.9078933946965232,0,555d6b4a-d221-4b3f-bca9-fb5308648192
565,0.9078935278521127,1,f3b4bea0-6d5b-43f1-b5be-6a1b8df45f5d
587,0.9078933299261378,0,60322757-d276-4fc9-9f02-bfadb7d3bf6c
588,0.9078933270822492,0,33c595f6-151d-4f31-ad44-ed3294218ee1
589,0.9078933223056208,0,446077c5-ffb4-4693-81fe-10875278521e
591,0.9078933026286644,0,044a920f-3047-4268-b5a2-2f8fe04fcbcc
598,0.9078932414848192,0,958dd368-c6a6-461e-b734-d18d91f89bef
567,0.9078935262072926,1,efb0f1d1-3242-49ae-9855-ae7db1681993
601,0.9078932088050632,0,8a666298-3d1b-49cf-b2a4-9f12b49d18ce
570,0.9078935103667284,1,606ac4be-686c-42a2-82a2-37acdcfecbd0
571,0.9078935084227738,1,967821d6-f073-4e9c-bc04-fade5a419f44
572,0.9078934964974479,1,20e33275-b489-41ee-866f-091e1b0be99a
574,0.9078934942904654,1,545475d7-ff87-4e84-afdb-5ac434fd1f44
575,0.9078934893393964,1,c4771c10-f327-4dbf-b820-66cc3b12d4b6
576,0.9078934708211612,1,81b33ef1-03c1-4d0e-a8c4-bd95ddd54957
577,0.9078934604443004,1,33b28284-e608-43d0-bc4f-1df310daef3f
602,0.9078931879799048,0,76132ab7-7061-4774-80db-aef64cf48433
578,0.9078934566485184,1,5c3941fd-44c2-4439-91e1-b2d84f890349
604,0.9078931632329202,0,99dda8a7-9a8c-43e6-96ff-99ef1c3005ac
579,0.9078934189569844,1,2d23037f-9c60-4457-bcda-f0d23ab85f5f
605,0.9078931178203612,0,c1b14099-fef8-4c9e-8e1b-53c563d97a11
581,0.90789340664531,1,306a77cf-4f3e-4a52-8c7d-96c0bf8c708a
583,0.9078933855259792,1,0e7212fb-397c-45e6-8ddc-39c6d503b6e7
584,0.907893369121464,1,4a7f3914-dca5-4e1d-bc05-2f9d7ab1ca60
585,0.9078933680293796,1,8e86068e-a528-485d-a801-5e2e51d9850e
586,0.9078933375277154,1,9296daac-2af7-454e-bceb-1b263586a71c
590,0.9078933026762448,1,be5b4843-cbbd-4b00-ad73-d9a8244af280
607,0.9078931024265404,0,9607f9e5-381e-41d9-a6d8-2ea54ed79c4e
611,0.9078930659648194,0,3ec2e08b-3332-4954-b896-26726e1a11af
592,0.9078932976734164,1,25991638-a86e-4544-b803-5a60072c9271
612,0.9078929852022832,0,81766743-ce7d-4e88-85d0-19c70a800868
616,0.907892924968124,0,dfa54e2e-0933-4ec9-88bf-6d3cf4ac1a77
617,0.9078929054033109,0,0b905cf9-9cb2-45b0-b9ea-2299cefcf9e3
619,0.90789286382424,0,2a95210d-1b31-4f8b-9bcf-641eb5809aad
620,0.9078927737484596,0,c42b69b6-9e87-4d0b-a76a-219695f8326f
593,0.9078932778067343,1,ac5a37c4-50f2-4eae-8d06-7368405bb850
621,0.9078927189674662,0,f5a1eac5-d18f-4094-87ff-1be672d2fa13
594,0.9078932618647629,1,ca01ebbc-f571-43e0-b792-1916bf67394a
623,0.907892619444194,0,1cf92f28-f934-4386-8cbc-66466eaa6b92
595,0.9078932606258072,1,8c3e3209-189a-497e-9687-6d9655f60107
625,0.9078925784108416,0,aca3242f-662e-4c09-8bde-ff2d0b8d1923
627,0.9078924573119996,0,54a4662b-cc1b-4b0d-b502-73af045dcbba
596,0.9078932521666392,1,a96ad842-70a4-4939-ac30-14f0a5509103
630,0.9078923330766784,0,b7a91470-f09c-4ab1-ae80-f76502018ceb
633,0.9078916102454564,0,52647138-3fad-47ed-9f46-1c04d677ad27
597,0.9078932484270484,1,009a5fec-02e7-4025-9703-ab176a94cff6
599,0.9078932322691958,1,c97832da-302d-4237-b38e-2d7f59b8b62a
600,0.9078932320811244,1,4284985e-ad4b-4b9f-af9c-30680946653f
634,0.9078912184255066,0,42097d4e-cd8d-4efe-94da-7bd8b75c2094
636,0.901318220999234,0,dd11049c-4dc6-44ab-9f1a-f738923c3a7e
637,0.9013181355350808,0,ae6495ef-3d99-402f-aaff-6549efa3a03b
603,0.9078931855366336,1,09b9fb39-9741-43c7-a16e-332e2d707846
606,0.9078931169802299,1,c05ca6a8-0d4e-425a-9385-54abd2a93bf4
608,0.9078930927422206,1,7d053693-2b20-4f93-aca8-f091dbace5bc
609,0.9078930923835841,1,a57c075d-0758-4d64-9f70-ac2190ee7b70
639,0.9013180933901694,0,dd06b8f8-b4a0-4bcb-a982-2df980333277
610,0.9078930666430082,1,bef956da-53cb-4c07-9531-984eae8dc50d
613,0.9078929848729468,1,e98803d5-44f2-4303-8ed6-902c9ea658c2
640,0.9013180572883818,0,bb20539b-5f00-40e6-b39b-5c9aa5e19433
614,0.907892975421842,1,5d404b87-b662-4415-bf08-36fe804e5b4d
641,0.9013180409480772,0,bfb2cdc3-8354-43a7-ad5b-78a0032a42f8
642,0.901318014423646,0,8bbe0128-7be7-47c6-8689-582cc9d50f48
615,0.9078929338263848,1,1c5bdd6b-e21a-42e0-bdfd-1caa6e44d5ed
618,0.9078928896035182,1,1e3aa10e-0f85-49de-b7d9-4b7a06dd86f0
622,0.907892639078794,1,649da7be-860c-4c28-9e15-0f05a01e7943
624,0.9078925982397766,1,32f78016-d8d5-486d-b85d-ffe0370f192a
626,0.9078924793246974,1,4e36b80e-a3ef-42ad-8877-7757302aa714
628,0.907892416531232,1,d88ea446-0c06-4c50-a24e-68a96d9778f2
629,0.9078923792833068,1,1e4b107b-9da9-46be-aaa7-d96d3d2e8fa7
643,0.9013179286898464,0,a38b5b7d-a2d7-4633-9ff4-9a644afa996d
631,0.9078921718468784,1,3157be08-28dd-4fe9-92fe-fa0b993df057
644,0.9013179201563783,0,a66896f0-fb4f-423a-9e16-1175f044a56e
632,0.9078919047080436,1,c2780b88-362a-4c78-b61e-6d618b47b0ac
635,0.9013184957466762,1,a9b289fb-7a9f-4a1f-b281-9055480a67c2
645,0.9013177702411248,0,e7a54313-15c2-4ef8-b3bd-cfad2ea35d11
638,0.9013181115134976,1,8674fc0b-1d98-47fd-8746-2a8367b4dd8b
649,0.9013175510053164,0,80723e55-a477-477a-a251-5cff6c6cf80a
646,0.901317720359454,1,81ec89d3-7755-4294-8e69-8ca8ddc30524
647,0.9013176108957588,1,7b129f38-37b1-40b9-a498-4fa8aef5d48c
648,0.9013175944079256,1,76c1268a-e0e9-4d9d-ae2a-eb7f35d2fb89
650,0.9013174462633798,1,9deb3f5e-2477-4128-b8e8-b0d9377db282
654,0.9013173280702268,1,e6c17670-031d-48b2-90f4-70a19729971d
659,0.9013172482096448,1,5519b1c6-83cd-4dfc-adb4-54e7bc485014
661,0.9013172410139656,1,f1c83f47-8eaa-4cb4-9edc-41fba2d91312
662,0.9013172140676636,1,5fdeb681-d221-4960-adae-ce59b5b22851
663,0.9013171971072812,1,79f853d4-d27d-4fd8-b34f-06c3214dbeb5
664,0.9013171243279292,1,134134de-8cb6-46cc-b762-0dda93338778
651,0.9013174201944664,0,494b275e-87dc-45a7-b86a-6be68eeb2283
652,0.901317391867924,0,e98b94ea-55c8-4ed3-9243-6bfe7789cb87
653,0.90131739113823,0,31317da6-c770-424c-b9d3-3b91df453b21
655,0.9013173057246676,0,47f87caa-e8b8-4972-bab5-3f7239040f4e
656,0.9013172957086648,0,22b3e297-c62e-4621-8751-ba331051380b
657,0.9013172807802052,0,ff0a2c7c-fc7f-4eed-bf30-1b6354cb593f
658,0.9013172508819088,0,fe102ab3-37ef-4d9f-98e3-7cc2459fad20
660,0.9013172431375112,0,7e46dd67-584d-4f3e-bdad-52307870e3dd
666,0.9013170173243072,0,f0cd70ff-1d33-43af-8fbf-1ac62131724e
667,0.901317003419481,0,5f664f2d-9768-4fff-bb27-d38db5e4216e
665,0.9013171232307009,1,99d43aa6-f224-443e-9cfc-32dfefb5b2d4
668,0.9013170026408664,1,eba15945-b10f-4479-9b59-441d4592bda6
669,0.9013169973684492,0,4c7f0eb2-0c92-44f4-a962-b249c3ef34a0
671,0.9013169665628312,1,2d9d98ef-515c-4c86-bf66-6294f727ca2b
672,0.90131693377884,1,591df6dc-ac21-430b-8a1c-5751f61392fe
670,0.9013169850474692,0,32895c38-67c3-4a25-bbd5-cde3341dc6d8
673,0.901316922239548,1,773ef30d-2f04-44ea-a91c-3994d65a79ea
676,0.9013168671543929,1,38cebf33-eae3-463b-b4bb-39087c1a174e
674,0.9013169089544101,0,856a24c1-839f-4aae-9de9-f2432ababac1
678,0.9013168489081864,1,7b3aa234-d9cc-4056-a9b1-81cb44479e8d
680,0.9013168317298792,1,4abb1ad9-cda9-4c12-8e03-8ffd02693abd
675,0.9013168680543244,0,f2a0f138-d5d0-4baf-8685-3ccedd8cd15f
683,0.9013168281527252,1,ef2a16f4-fc25-4cfa-a98a-de0cd2c1af8e
684,0.901316827784635,1,6c441929-a7ef-48bc-842a-74f42978bae3
685,0.9013168250424218,1,5a1ebeef-c385-440e-a92e-537c93f350f1
677,0.9013168528162271,0,05e9bc69-ad81-4831-8687-6305bef9297d
686,0.9013168212249264,1,f6c37380-cf2c-4119-b2d8-ce91264016ac
689,0.9013167957973578,1,c182d9dc-7048-4b1e-aa15-77d7d67125e7
690,0.901316776401682,1,1d067d4d-fa9e-47d4-a35f-6fa5086a3c89
691,0.9013167690839824,1,f9b041c2-90ac-44f6-8434-2126ee672be5
692,0.9013167611017758,1,710d7457-94e7-4a9e-a373-20cfcf009a87
693,0.9013167546166536,1,b3838d59-5ad9-45c6-9dda-43b4230794d6
694,0.9013167525078296,1,d1e8dd96-56b3-4541-9d40-ee84b4ffcbb5
697,0.9013167300471848,1,b7add669-0017-4959-92e7-d105a4200df0
679,0.9013168364280484,0,93aa948c-51e3-4d59-8697-f14b745d05e4
681,0.9013168311536156,0,05be0778-7b51-4594-9253-33c284ea9cb3
698,0.901316690480964,1,31c21a2e-ccdb-4cbb-b903-7aa48e7777d3
699,0.901316680481594,1,ee5beba8-bfec-4260-b3c7-fc765d581370
702,0.9013166313351342,1,c2201b4b-9e10-4854-b273-f9655214f6d2
703,0.9013166016827066,1,b20909f8-5d97-4f5c-bc3c-9adeeeefc9a2
704,0.9013165756031524,1,155436e3-8d86-4911-bdfd-1000e05b8389
