sex,age_cat,race,two_year_recid,score
1,0,0,0,0.9013152426252394
0,0,0,1,0.9013152361830331
1,0,0,0,0.9013152237083397
1,2,0,0,0.9013151911874269
1,0,1,0,0.9013151833502052
1,0,0,0,0.9013151769539799
1,0,0,0,0.901315122769514
1,2,1,0,0.9013151155585464
1,0,0,0,0.9013150929077846
1,0,0,0,0.9013150585572289
1,0,1,0,0.9013150536356868
1,2,1,1,0.9013149981374338
1,0,0,0,0.9013149819417521
1,0,1,1,0.9013149775598901
1,2,1,1,0.9013149587820694
0,0,0,1,0.901314925409248
0,0,0,0,0.9013149230744564
1,2,0,1,0.9013149181487702
1,2,0,1,0.9013149138254122
0,2,1,0,0.9013148738119349
1,2,0,1,0.9013148695631398
0,0,0,0,0.9013148476265235
0,2,1,0,0.9013148263166147
1,0,1,0,0.9013148026923299
0,2,1,0,0.901314795833836
1,2,1,0,0.901314789409377
1,2,1,0,0.9013147546981728
0,0,0,0,0.9013146813808953
1,2,1,1,0.9013146652309836
1,2,1,0,0.9013146651992902
1,2,1,0,0.9013146539364817
1,0,0,0,0.9013146481951386
1,2,1,0,0.901314636613342
0,0,1,0,0.9013146268372643
1,0,0,0,0.9013146256794319
1,2,1,0,0.9013146188261637
1,0,0,0,0.9013146163710508
1,2,1,0,0.9013146062467022
1,0,0,1,0.9013146040039008
1,2,1,0,0.9013145874857021
1,0,1,0,0.9013145479858449
1,0,0,0,0.9013145355942657
1,0,0,1,0.9013145155506177
0,2,1,0,0.9013145065966036
1,0,0,0,0.9013144780249126
1,2,1,0,0.9013144509483969
1,0,1,0,0.9013144498012213
1,0,0,1,0.9013144060926402
1,2,0,1,0.9013143973527133
1,0,1,0,0.9013143703614952
1,0,1,1,0.9013143682584105
1,2,1,1,0.9013143506242746
1,0,1,0,0.9013143369744746
1,0,1,0,0.9013142066915183
1,0,0,1,0.9013141686137583
0,0,1,0,0.9013141237367503
1,2,0,0,0.9013141007294518
1,2,1,0,0.9013140880657519
1,2,0,0,0.9013140789325467
0,0,1,1,0.9013139816758841
1,2,1,0,0.9013139591524013
1,0,0,0,0.9013139471658164
1,0,1,1,0.9013139136429694
0,0,0,0,0.9013137242884507
1,0,0,1,0.901313696599238
1,0,0,0,0.9013136548928535
1,0,1,0,0.9013135279567485
1,0,0,0,0.9013130931952809
0,0,1,1,0.8947391389447743
0,2,1,0,0.8947388392555027
1,2,0,0,0.8947388229814526
1,2,1,0,0.8947387994316051
1,2,0,1,0.894738675050567
1,0,0,0,0.8947385401233787
1,0,1,0,0.8947385387283724
1,0,1,0,0.89473852118436
1,2,1,0,0.8947383926355736
0,0,0,0,0.89473809994053
0,0,1,0,0.8947380151638463
1,2,1,0,0.8947379288894264
1,0,0,0,0.8947379273787626
1,2,1,1,0.8947379262084167
1,0,0,1,0.8947377914314993
1,0,0,0,0.8947377845022783
1,0,0,1,0.8947377658937639
0,0,0,0,0.8947377341428474
1,2,1,0,0.894737684573969
1,0,0,0,0.8947376181234604
1,0,1,0,0.8947376127339842
1,2,1,0,0.8947376087033875
1,0,0,1,0.8947376086905183
0,0,1,1,0.8947375956175635
1,2,0,0,0.8947375050222272
1,0,1,1,0.8947374867812848
1,0,0,1,0.8947374040068411
1,0,0,1,0.8947374033087279
0,2,0,0,0.8947373702802602
1,0,0,0,0.8947373483781659
1,0,1,0,0.8947373466173768
1,2,0,0,0.8947372945377908
1,0,1,0,0.8947372322251186
1,0,0,1,0.8947372284678998
1,2,0,0,0.8947372264964101
1,0,0,0,0.89473719218887
0,0,0,0,0.8947371764817658
1,2,0,0,0.8947371703666942
1,2,1,0,0.8947371467087406
1,2,1,1,0.8947371291078409
1,0,0,0,0.8947370969805837
1,2,1,0,0.8947370909629325
1,2,1,0,0.8947370792885061
1,0,0,0,0.8947370721347778
1,0,0,0,0.8947370520099948
1,2,1,0,0.8947370465028209
1,0,1,0,0.8947370357181345
1,0,0,0,0.8947370053299053
1,2,1,0,0.8947369610635623
1,0,1,0,0.8947369168413615
1,0,1,0,0.8947369051309237
1,0,1,0,0.8947369002708331
1,2,0,0,0.894736881701174
1,2,0,1,0.8947368727095903
1,2,1,0,0.8947368712980726
1,0,0,0,0.8947368629485458
1,2,1,0,0.8947368515109672
1,0,0,0,0.8947368413114298
0,0,1,1,0.8947367516652112
1,0,0,0,0.8947366655245561
1,2,0,0,0.8947366484353647
1,0,0,0,0.8947366250401106
0,2,1,0,0.8947366237211818
0,0,0,0,0.8947366020140637
1,0,1,0,0.8947365800337232
0,2,0,1,0.89473650895159
1,0,0,1,0.8947365081381164
1,0,1,0,0.894736499691757
1,2,0,0,0.8947364980125141
1,0,0,1,0.8947364536017018
0,0,1,0,0.894736422946439
1,0,0,0,0.8947364154762814
1,0,1,0,0.8947363814287638
1,0,1,0,0.8947363730195496
1,0,1,0,0.8947363171636531
1,2,1,0,0.8947362886245851
1,2,0,0,0.8947362718547813
1,0,1,0,0.8947362663377028
0,0,0,0,0.8947362381213582
1,0,0,0,0.8947361579500924
1,2,1,0,0.8947361447651944
1,2,1,1,0.8947361328434857
0,0,0,1,0.8947361138248137
1,2,0,0,0.8947360264242527
1,0,1,0,0.8947360042222079
1,2,0,0,0.8947359908627923
1,2,1,0,0.8947359824973586
0,0,1,0,0.8947358849620775
0,0,0,1,0.8947358336555397
1,2,0,0,0.8947357306921805
1,0,0,0,0.894735714791867
1,0,0,0,0.8947357105752509
1,0,1,0,0.8947356279185268
1,0,0,0,0.8947351501227637
1,0,1,0,0.8947350597213612
1,0,0,0,0.8947349609508447
1,0,0,0,0.8947349539821988
1,0,0,0,0.8947348259396881
1,2,1,1,0.8947347579956538
1,2,1,0,0.8947341986610086
0,2,1,1,0.8881601672324039
1,0,0,0,0.8881596787538717
1,2,1,0,0.888159303280499
1,2,0,0,0.8881591780852469
1,0,1,1,0.8881590666565167
0,0,0,0,0.8881588975523496
1,2,0,1,0.8881587910128038
1,2,0,0,0.8881587831528539
1,0,0,0,0.8881586159874376
1,0,1,1,0.8881584992276337
1,2,1,0,0.8881584871053816
1,0,0,0,0.8881584490770565
1,0,0,0,0.8881583472075064
1,0,1,0,0.8881582933943456
1,0,0,0,0.888158270037564
1,0,1,0,0.8881582512354784
1,2,1,0,0.8881582051295631
0,0,1,0,0.8881582014358292
1,0,1,0,0.8881581821031747
1,0,0,0,0.8881581607483728
1,0,0,1,0.888158139192321
1,2,0,0,0.8881581207413072
1,2,0,0,0.8881580614737471
1,2,0,0,0.8881579841587748
1,0,0,0,0.8881579748580659
1,0,0,1,0.8881579369069015
1,0,0,0,0.8881579003128749
1,0,1,1,0.8881578939463444
1,0,1,0,0.8881578844256043
1,0,0,1,0.8881578362275254
1,0,1,0,0.8881577697522298
1,2,0,0,0.8881577183676692
1,0,1,0,0.8881576911548472
0,2,0,1,0.8881576631490109
0,0,0,0,0.8881576601707567
1,2,1,1,0.8881576530890559
1,2,1,0,0.8881576529907216
1,2,1,0,0.8881574828618944
1,2,0,0,0.8881573171505963
1,2,1,1,0.8881572327447794
1,2,1,1,0.8881571948003903
0,2,0,1,0.8881571398562651
1,2,1,1,0.8881570430976428
1,0,0,1,0.8881569940209502
1,0,0,1,0.8881569783120435
0,2,1,0,0.8881568403221055
1,2,1,1,0.888156823869981
1,0,1,0,0.8881567228385991
1,2,1,1,0.8881566538909794
1,2,1,1,0.8881566213824355
1,0,1,0,0.8881564892630168
0,0,1,0,0.8881563263371866
1,0,0,0,0.8881563234434245
1,0,0,1,0.8881547071137917
0,2,1,0,0.8815812184857216
1,0,1,0,0.8815810055159715
1,0,1,0,0.8815802574324763
0,0,1,1,0.8815798266571593
1,2,1,1,0.8815797987793121
0,2,0,1,0.8815797676355899
1,2,1,1,0.8815796573470163
1,0,1,0,0.8815796407413095
1,0,0,0,0.8815795984632185
1,0,0,1,0.8815795397565938
1,2,1,0,0.8815794340193274
1,0,1,0,0.8815793890272788
0,0,0,1,0.8815793633000989
1,0,0,1,0.8815792470691522
1,0,1,1,0.8815791606494338
1,0,0,0,0.8815791410846529
1,2,0,0,0.8815791380592319
1,0,0,1,0.8815791146179763
1,0,0,0,0.8815788891947385
1,2,0,0,0.8815788584152867
0,0,1,0,0.8815788462826739
1,2,1,1,0.8815788203210956
1,0,1,0,0.8815786914606748
1,2,1,1,0.88157852129017
1,0,1,0,0.8815785118801406
1,0,1,1,0.8815782822564546
1,2,1,0,0.8815782144700341
1,0,0,0,0.8815780934551489
1,2,1,1,0.881577901130601
1,0,0,0,0.8815778387045035
1,2,1,1,0.8815778273998492
1,0,0,0,0.881577228163847
1,0,1,0,0.8815771967039187
1,0,1,1,0.8815771713521552
1,0,1,0,0.8815765144945735
1,2,1,0,0.8801187213527033
1,2,0,0,0.8801187130790334
1,2,1,1,0.880118479629942
0,2,1,0,0.8801184313132377
0,2,0,0,0.880118367290785
1,0,1,1,0.8801183183321463
1,2,0,1,0.8801182582611479
1,2,1,0,0.8801181930634071
0,0,0,0,0.8801181685110793
0,2,1,0,0.880118165159962
1,2,1,0,0.8801180106852321
1,2,0,1,0.8801180038747586
1,2,0,0,0.8801179891437921
1,0,1,0,0.8801178774974984
1,2,1,0,0.8801178094433669
0,2,0,0,0.8801177912283926
1,2,0,1,0.8801177402438765
0,2,1,0,0.8801176755297825
0,2,1,0,0.880117631605543
1,0,0,1,0.880117597885542
1,2,1,0,0.8801175913034719
1,2,0,0,0.880117564641467
1,2,1,1,0.8801175574023825
1,0,0,1,0.8801175423464037
0,2,0,0,0.8801174677976865
0,2,0,0,0.8801174452467724
1,2,0,0,0.8801174405256009
1,2,1,0,0.8801173798337398
1,2,0,1,0.8801173525485604
1,2,1,1,0.8801173110998712
1,0,1,0,0.8801173003135071
0,2,1,0,0.8801172943521977
0,2,1,0,0.8801172858589801
1,2,0,0,0.8801172712814117
0,0,1,0,0.8801172175063577
0,2,1,0,0.8801172002077903
0,2,0,0,0.8801170955088796
0,2,0,0,0.8801170662710189
1,2,1,1,0.8801170251174865
0,2,0,0,0.8801170231415475
1,2,1,0,0.880117015606762
1,2,1,1,0.8801169845645606
1,0,1,0,0.8801169553543325
0,2,1,0,0.8801169192331797
1,2,1,0,0.8801168934052304
1,0,0,0,0.8801168392283298
1,2,1,0,0.8801168123216631
1,2,0,0,0.8801167102560554
1,0,1,0,0.8801167011007663
1,2,0,1,0.8801166980291366
1,2,0,0,0.8801166957721095
0,2,0,0,0.8801166906042184
0,2,1,0,0.8801166821073069
0,2,0,0,0.8801166535069854
1,2,1,0,0.8801166477888541
0,2,1,0,0.8801166352356102
1,0,0,0,0.8801165635985613
1,0,1,0,0.8801165499035974
1,2,1,0,0.8801165452717973
0,2,0,0,0.8801165293443037
0,2,0,0,0.8801164787161403
1,2,0,0,0.8801164364667274
1,2,0,0,0.880116431652162
0,2,1,0,0.880116388463668
1,2,0,0,0.8801162994214144
1,2,0,0,0.8801162811461603
1,0,0,0,0.880116223761769
1,0,1,0,0.8801162204791532
1,0,0,0,0.8801162187058693
1,2,1,0,0.8801162039664644
1,2,0,0,0.8801161002667269
0,2,0,0,0.8801160238126283
1,2,1,0,0.8801159646513061
0,2,0,1,0.8801159447057622
0,2,0,0,0.8801159185684959
1,2,1,0,0.8801158408211328
0,2,0,1,0.8801158260385757
1,0,1,0,0.8801157742307592
1,2,0,0,0.8801157545059815
1,2,0,1,0.8801157380771607
0,2,1,0,0.8801157269437079
0,2,0,1,0.8801155216652723
1,2,1,0,0.8801151833451061
1,2,0,0,0.8801151459657605
0,2,1,0,0.8801149394287027
0,0,1,0,0.8801149267112246
1,2,1,0,0.8801147966470589
1,2,0,0,0.8750017014749791
1,0,1,1,0.8750013400199406
0,2,1,0,0.8750011309165361
1,2,0,1,0.8750011161709934
1,0,1,1,0.8750009048732621
0,0,1,0,0.8750006881390053
1,0,1,1,0.875000379966465
1,2,0,0,0.8750000485269549
1,2,0,0,0.8749999155751221
1,0,0,0,0.8749994150196071
1,0,0,1,0.8749992526466629
1,2,1,1,0.8735401979189028
1,0,0,0,0.8735401780126679
1,2,1,1,0.873539867353527
1,0,0,0,0.873539863590838
1,2,0,1,0.8735398373393741
0,0,0,0,0.8735397003339417
0,0,0,0,0.873539328165314
1,2,1,0,0.8735391801825686
1,0,0,1,0.873539142020972
1,0,1,0,0.8735389945556197
1,2,0,0,0.8735389835065708
0,0,0,0,0.8735388319082442
1,0,0,0,0.8735388268267481
1,0,0,0,0.8735386130711542
1,0,0,1,0.8735385271918001
1,0,1,1,0.8735384820172977
0,0,0,0,0.873538454858517
0,0,1,0,0.873538435307605
1,2,1,0,0.8735384200262358
1,2,0,1,0.8735383518064117
1,0,1,1,0.8735382294273671
0,2,1,0,0.8735381615509366
1,2,0,0,0.8735380226552153
0,2,1,0,0.8735379890642044
0,2,0,0,0.8735379404089688
1,2,0,1,0.8735379280253704
0,2,1,0,0.8735379202782168
0,2,0,0,0.8735377910844374
1,0,0,1,0.8735377813968452
0,0,1,1,0.8735377457845922
0,2,0,1,0.8735376651569763
0,2,1,0,0.8735376166114356
1,2,0,0,0.8735375948252937
0,2,1,0,0.8735375602887842
0,2,1,0,0.8735375581724271
1,2,1,0,0.8735374743601287
0,2,1,1,0.8735374165039018
0,0,1,1,0.8735374004551589
1,0,0,0,0.8735373799675176
1,2,1,1,0.8735373695521583
1,2,0,0,0.8735373361619642
1,2,1,0,0.8735373318447437
0,0,0,0,0.8735372945622216
0,2,1,0,0.8735372728543834
0,2,0,0,0.873537250306959
0,0,0,0,0.8735372278809326
1,0,0,0,0.8735371954752867
1,2,0,0,0.8735370492711674
1,2,1,1,0.8735369682830538
1,2,0,0,0.8735369646457848
1,2,0,0,0.8735368272360097
1,2,0,0,0.8735367738169839
1,2,0,1,0.8735367148476332
0,2,1,0,0.8735365483642442
1,2,1,0,0.8735362091186216
0,2,1,0,0.8735360888456156
1,2,0,0,0.8735360706564894
1,2,1,0,0.8735358111222566
0,2,1,0,0.8735357058215859
1,2,0,1,0.8735355140593353
0,0,0,0,0.8684226925933949
1,2,1,1,0.8684217876652454
1,0,0,1,0.8684211571898103
1,0,1,1,0.8684210774814338
1,0,0,0,0.8684209162763535
1,0,0,1,0.8684203201579414
1,0,1,1,0.8684202182158489
1,0,0,0,0.8684202147422182
1,0,0,1,0.8684201411748482
1,2,0,1,0.8669612328081443
0,2,1,0,0.8669606141744965
0,2,1,0,0.8669604108197735
0,2,1,0,0.8669603898306408
0,2,0,0,0.8669603686227387
1,0,0,0,0.8669603440928455
0,0,0,0,0.8669601033602233
1,2,1,1,0.8669598096269521
0,0,0,0,0.8669598015160531
1,2,1,0,0.8669598000971388
1,2,1,0,0.86695978847267
1,0,1,1,0.8669597873111607
1,0,0,0,0.8669597459969758
1,2,0,0,0.8669597404198969
1,0,1,1,0.8669596994375188
1,2,0,0,0.8669596448319767
1,2,0,0,0.8669594629515623
1,2,1,0,0.8669594282419799
1,2,1,0,0.8669593754630414
1,2,1,0,0.8669593608378496
1,2,1,1,0.8669592342040466
1,2,1,0,0.8669592107730797
1,0,1,1,0.8669591301175843
1,2,1,0,0.8669590463454869
1,0,0,1,0.8669589060754614
0,2,1,0,0.8669588922039123
1,0,1,1,0.8669587175131819
1,0,0,0,0.8669586624038121
0,0,0,1,0.8669585769308684
1,0,0,0,0.8669584188766323
1,2,0,1,0.8669583457991714
0,2,1,0,0.8669582302098263
1,0,0,1,0.8669582208612481
1,2,1,0,0.8669582147586508
0,2,1,0,0.8669580587747674
1,2,0,1,0.8669579999339401
1,0,0,0,0.866957881083202
0,2,1,0,0.8669578271648036
1,2,1,0,0.8669577859486209
1,0,0,0,0.866957583022299
1,2,0,1,0.866957430287754
0,2,1,1,0.86695676124735
1,2,1,0,0.8618433385728428
1,0,1,1,0.8618426685057288
0,0,0,1,0.861842454585385
1,0,1,0,0.8618423378950063
1,0,1,1,0.8618418157224168
1,2,1,0,0.8618416998650279
1,0,0,1,0.8618415546618088
1,0,0,1,0.8618414281561596
1,0,0,0,0.8618397867192569
1,2,1,0,0.8603814045293672
1,0,1,0,0.8603813953032265
1,2,1,1,0.8603813704811663
1,0,0,0,0.8603812045588499
1,0,0,1,0.8603810773550365
0,0,1,0,0.8603810272341342
1,0,1,0,0.8603808532314361
1,0,0,1,0.8603805474277
1,2,1,0,0.8603804615252078
1,0,0,0,0.8603804273419211
1,2,1,0,0.8603803605390009
0,2,0,1,0.8603800224002431
1,2,1,1,0.8603799744538181
1,2,0,0,0.8603798682011652
1,2,1,1,0.8603798495640804
1,0,0,0,0.8603798436413392
1,0,1,0,0.8603797767966941
0,0,1,0,0.860379730048944
1,2,1,0,0.8603796562685105
1,2,0,0,0.86037959431897
1,0,1,0,0.8603795444605963
0,0,0,0,0.86037938575937
0,2,0,1,0.8603793560126245
1,0,1,1,0.8603792784383352
1,2,1,1,0.8603792186839495
1,0,0,0,0.8603791294620756
1,0,0,0,0.8603790857167836
1,0,1,1,0.8603790264173664
0,2,1,0,0.8603789657381683
1,2,1,1,0.8603786857914872
1,0,0,0,0.8603785815067776
1,0,0,0,0.8603782591200825
1,0,0,0,0.8552650459195407
1,0,1,1,0.8552641541211597
1,0,1,1,0.8552635950049569
1,2,1,1,0.8552630061493074
1,0,1,1,0.855262434536382
1,0,1,1,0.855261454424689
1,2,1,0,0.8538025235483552
1,0,0,0,0.8538023566306893
1,0,0,0,0.853802092292398
0,2,1,0,0.8538020537663894
0,0,1,1,0.8538013527539203
0,0,0,0,0.8538010663741381
1,2,0,0,0.8538010039653151
1,0,0,0,0.8538009093544958
1,0,1,0,0.8538007875439305
1,0,1,0,0.8538004887445023
0,2,0,0,0.853800466470727
1,2,0,1,0.8538002712650471
1,0,1,0,0.8538002389090457
0,0,0,0,0.8538002308314308
1,2,1,1,0.8537996864464138
1,2,1,0,0.8523419787809563
1,2,1,0,0.8523412138049333
1,2,0,0,0.8523405230955108
1,0,0,1,0.8523405196338267
1,2,1,1,0.8523404334753475
1,2,1,0,0.8523402425101475
1,2,1,0,0.8523401811493599
0,0,1,0,0.8523401453341108
1,2,0,0,0.8523401423623572
1,2,1,0,0.8523401189487136
1,2,0,0,0.8523400739985191
1,2,0,0,0.8523400246065426
1,2,1,0,0.8523400158806208
1,2,1,0,0.852339999193508
1,2,1,0,0.8523399660753124
1,2,1,0,0.8523399627116538
1,2,1,0,0.852339874219055
1,2,0,0,0.8523398654357675
0,0,0,1,0.8523397782563924
1,0,1,0,0.8523397778170634
1,0,0,0,0.8523397739143458
1,2,0,0,0.8523397691482403
1,2,1,1,0.8523397349486044
1,2,0,0,0.8523397202572288
1,2,0,0,0.8523397168726699
0,0,0,0,0.8523397099500484
1,2,0,1,0.8523397033403468
0,0,1,0,0.8523396399613511
1,2,0,0,0.8523396232017668
1,2,0,0,0.8523395840423506
1,2,1,0,0.8523395557084177
1,2,1,0,0.8523395307034631
1,2,1,0,0.8523395182983861
1,2,0,0,0.8523394858923147
1,2,1,1,0.8523394854118972
1,2,1,1,0.8523394705115217
1,2,0,0,0.852339440212418
1,2,1,0,0.8523394292636343
1,2,1,0,0.8523393971153878
1,2,1,1,0.8523393834251343
1,2,1,1,0.8523393781140874
1,2,0,0,0.8523393587207051
1,2,0,1,0.8523392651954572
1,2,1,1,0.8523392364157741
1,2,0,1,0.8523392219558277
1,2,1,0,0.8523391795168739
1,2,1,1,0.8523391470116845
1,2,0,0,0.8523391330215783
1,2,0,0,0.8523390910319132
1,2,1,1,0.8523390754316731
0,0,0,1,0.8523390698978915
0,2,0,0,0.8523390475182038
1,2,0,0,0.8523390400817726
1,0,1,1,0.8523390088415563
1,2,0,1,0.852338991861332
1,0,0,0,0.8523389870633893
1,2,1,0,0.8523389715994494
1,2,1,0,0.8523389224908439
1,0,1,1,0.8523388860628863
1,2,1,0,0.8523388481104812
0,0,0,1,0.8523388417407992
1,2,1,0,0.8523387769901539
1,2,1,0,0.8523387703275483
1,2,1,0,0.8523387639394743
1,2,1,0,0.8523387526354603
1,2,0,0,0.8523387190135144
1,2,1,0,0.8523386977472965
1,2,1,0,0.852338695862562
1,2,1,0,0.8523386938928778
1,2,0,0,0.8523385977597278
1,2,1,0,0.8523385758150638
1,2,1,0,0.8523385713480154
1,1,0,0,0.8523385320788591
0,2,0,0,0.852338462249595
1,0,0,0,0.8523384187529165
1,2,1,0,0.8523384023453906
0,2,0,0,0.8523383996358048
1,2,1,0,0.8523383984831795
1,0,1,0,0.8523383727841772
1,2,1,0,0.8523383707328538
1,2,0,0,0.8523382877157022
0,2,0,1,0.852338234194887
1,2,1,1,0.8523382028110609
1,2,1,0,0.8523381602036073
1,2,0,0,0.8523381340325693
1,2,1,0,0.8523381337048215
1,2,1,1,0.8523381243334116
1,2,0,0,0.8523380659474578
1,2,1,0,0.8523379960767083
1,2,1,0,0.852337986638861
1,2,1,0,0.85233791422494
1,2,1,1,0.8523378891454616
1,2,1,0,0.8523375211750075
1,2,1,0,0.8523374461574316
1,2,0,0,0.852337279454959
1,2,0,0,0.8523371966803259
1,2,0,0,0.8523370708664227
1,2,0,0,0.8523370337154096
1,2,0,0,0.8523370068058495
0,2,1,0,0.8523369045316362
1,2,1,0,0.852336866646429
0,2,1,1,0.8486842621459496
1,0,0,1,0.848684260638842
1,0,1,0,0.8486836581141016
1,2,1,0,0.8472247836997951
1,2,1,0,0.8472236055741055
1,2,0,0,0.8472232929546705
1,0,1,0,0.8472229701151903
1,0,0,0,0.8472229674595747
1,2,1,1,0.8472222803912726
1,0,1,0,0.8472221480968734
1,0,1,0,0.8472219689667604
0,2,1,1,0.847221912482235
1,2,1,0,0.8472216135436257
1,0,1,1,0.8472209605375095
0,0,1,0,0.8472208142151778
1,2,1,0,0.8457625895063471
0,2,0,1,0.8457621990157959
1,2,1,0,0.8457618706069119
0,2,1,0,0.8457617633352251
0,0,1,1,0.8457616485266025
1,0,0,0,0.8457615150535032
1,2,1,0,0.8457613872698757
1,2,1,0,0.8457613653903822
1,0,0,0,0.84576131775812
1,0,0,1,0.8457613168468517
1,0,1,0,0.845761281376057
1,2,0,1,0.8457612736832367
1,2,1,1,0.8457611846769436
1,2,0,0,0.8457610546213793
1,2,1,0,0.8457610231765716
0,2,1,0,0.8457610109845412
1,2,1,0,0.8457609845429791
0,0,0,0,0.845760977686389
1,0,1,0,0.8457609491441526
1,2,1,0,0.8457608483093899
1,2,1,0,0.8457608478607231
1,2,1,0,0.8457608291925733
1,2,1,0,0.8457607965293709
0,2,0,1,0.8457607588052066
1,2,1,0,0.845760685490893
1,2,1,0,0.8457606832511841
1,0,1,0,0.845760576724891
1,2,1,0,0.8457605168536108
1,2,1,0,0.8457604906746865
1,2,0,0,0.8457604175104598
1,2,0,1,0.8457603992343468
1,2,1,1,0.8457603858406283
0,2,1,0,0.8457603505304204
1,2,1,0,0.8457602351228728
1,2,0,1,0.845760220996109
1,0,1,1,0.8457601524541954
1,0,1,0,0.8457601227249794
1,2,0,0,0.8457600627413017
0,2,1,1,0.8457597869310405
1,2,1,0,0.8457597578718453
1,2,1,0,0.8457597375519369
1,2,1,0,0.8457596150610359
1,0,0,0,0.8457596098913782
1,1,1,1,0.8457595670032675
1,2,1,1,0.8457595589937936
0,2,1,0,0.8457593954342627
1,0,0,0,0.8457593532804655
1,2,1,0,0.8457592319916499
1,2,1,0,0.8457590491127132
0,2,0,0,0.8457590459993607
0,2,1,0,0.8457589117866398
1,2,1,1,0.8457588781204425
0,0,0,1,0.8457588195645326
1,2,1,0,0.8457587103475602
1,2,1,0,0.8457585987795107
1,2,1,0,0.8457584987182263
1,2,0,0,0.8457582665936728
1,2,0,0,0.8457577230751395
1,0,1,0,0.8406464473206529
1,2,1,1,0.8406436523312162
1,0,0,0,0.8406435998753672
1,0,1,1,0.8406432525154924
0,2,1,1,0.8406431665678258
1,0,0,1,0.8406428475754776
1,0,1,0,0.8406422607210531
1,0,0,0,0.8391838688269175
1,2,0,0,0.8391831124884271
1,2,1,1,0.8391829992289712
1,2,1,1,0.8391828454316569
0,0,0,0,0.8391828278029164
1,2,0,0,0.8391826784283791
1,2,0,0,0.8391824498023012
1,2,0,0,0.8391821626949696
1,0,1,0,0.8391820397257848
0,2,1,1,0.8391819330890831
0,2,0,0,0.8391817942044701
0,2,1,0,0.8391817063233593
1,0,1,0,0.8391815746350124
1,2,0,0,0.8391815423400167
1,2,1,0,0.8391814399630215
0,0,0,0,0.839181422171993
1,2,1,1,0.8391814176717539
1,2,1,0,0.8391813698200362
1,0,1,0,0.8391813588087217
1,0,0,0,0.839181357258708
1,2,1,0,0.8391811740378912
1,0,0,0,0.8391811413962478
1,2,1,0,0.8391811197494868
1,2,1,0,0.8391811136972527
1,2,1,1,0.8391810099485989
1,2,0,0,0.8391807981770442
1,2,1,0,0.8391807925379423
1,0,0,0,0.8391806304448839
0,2,1,0,0.8391805753873913
1,2,1,0,0.8391804843747318
1,0,0,0,0.8391804144189601
1,0,0,1,0.8391803806074716
1,0,0,1,0.8391803601098493
1,2,1,0,0.8391803523689143
0,0,1,0,0.8391802689856036
1,2,0,0,0.8391802641527234
1,2,1,1,0.8391801973396187
0,2,1,0,0.839179797581821
1,2,0,1,0.8391797915982654
1,0,0,1,0.8355263000448739
1,0,0,0,0.8340651116739445
0,2,1,1,0.8340646227219715
0,0,0,1,0.8340642788565675
1,0,1,0,0.8340640072776759
0,2,1,1,0.8340631818506474
1,2,1,1,0.8340630213844238
1,2,1,0,0.832602965305519
1,2,0,0,0.8326027982682036
1,0,1,0,0.832602635280766
1,2,1,1,0.8326025839657794
1,2,1,1,0.8326025280811534
1,0,1,1,0.8326025157356242
1,0,0,0,0.8326025054629954
0,2,0,0,0.8326024761633718
1,2,0,0,0.8326024639953885
1,0,0,0,0.8326022400223898
0,2,0,1,0.832602225250807
1,0,1,1,0.8326021309303335
1,0,0,1,0.8326020431680097
0,0,0,1,0.8326020297494277
1,2,1,1,0.8326020131909686
1,2,1,0,0.8326020042508272
1,2,1,1,0.8326016827940468
1,0,1,0,0.832601626576133
1,2,1,1,0.8326013846678453
1,2,1,1,0.8326004918127141
1,0,1,1,0.8289468560332874
1,0,1,1,0.827485742785297
1,0,0,0,0.8274856379924939
1,0,0,0,0.8274849841050118
0,0,0,0,0.8274848855307786
1,2,1,0,0.8274845082015583
1,0,0,0,0.8274841325515808
0,2,1,1,0.826025172643144
1,0,1,1,0.8260246301604159
1,0,0,0,0.8260237122551735
1,2,1,1,0.8260236766208073
0,0,1,0,0.8260235856198095
1,0,1,1,0.8260234814324336
1,0,1,1,0.826023022602108
0,0,0,0,0.8260229573338627
1,2,1,1,0.8260229290592721
1,2,0,1,0.8260229141065898
1,2,0,1,0.8260224934602207
1,0,1,0,0.8260224387791681
1,2,1,0,0.8260217111397307
1,2,1,0,0.8245646110341638
0,2,1,0,0.8245638819844162
0,2,0,0,0.8245636179810218
0,2,1,0,0.8245633817318782
1,2,1,0,0.8245633666444813
0,2,1,0,0.8245632196340422
0,2,1,0,0.8245631956032518
0,2,0,0,0.8245631516505236
1,2,0,1,0.8245631186723564
0,2,1,0,0.8245631001477085
0,2,1,0,0.8245630694630297
1,2,1,0,0.8245629889427404
1,0,1,1,0.8245629886208814
0,0,0,1,0.8245629715806113
1,2,1,0,0.824562931058609
0,2,0,1,0.824562896276584
1,0,0,1,0.8245627964168385
1,2,1,0,0.8245627890409641
1,2,1,1,0.8245627872624023
1,2,0,1,0.8245627414687593
0,2,0,0,0.8245627322437754
1,2,0,0,0.8245627177406234
1,2,0,0,0.8245626990512119
1,2,0,0,0.8245626614586583
1,2,0,0,0.8245626441100117
0,2,0,1,0.8245625550907277
1,2,1,0,0.8245624641153083
1,0,1,0,0.8245624102734257
0,2,0,0,0.8245623487252658
0,2,0,0,0.8245623266700606
1,2,1,0,0.8245623200677722
1,2,0,0,0.8245623181572772
